,Region,Asalariados,Percepciones por persona,Salarios,Salario Medio Anual,year,smi
2803,"Murcia, Región de",150521,1.68,401009230,2664,2019,0-0.5
2804,"Rioja, La",26835,1.66,66442604,2476,2019,0-0.5
2805,Comunitat Valenciana,449441,1.54,1224588367,2725,2019,0-0.5
2806,Ceuta,6679,1.36,18373629,2751,2019,0-0.5
2807,Melilla,7256,1.52,18149299,2501,2019,0-0.5
2808,Total,3224971,1.73,30692992672,9517,2019,0.5-1
2809,Andalucía,693547,1.84,6515357168,9394,2019,0.5-1
2810,Aragón,89736,1.78,854908642,9527,2019,0.5-1
2811,"Asturias, Principado de",58716,1.58,558327257,9509,2019,0.5-1
2812,"Balears,Illes",105064,1.58,1020412801,9712,2019,0.5-1
2813,Canarias,186024,1.62,1800237453,9677,2019,0.5-1
2814,Cantabria,38774,1.59,369080184,9519,2019,0.5-1
2815,Castilla - La Mancha,143611,1.83,1365317774,9507,2019,0.5-1
2816,Castilla y León,155140,1.65,1479381224,9536,2019,0.5-1
2817,Cataluña,523549,1.72,5002054094,9554,2019,0.5-1
2818,Extremadura,82149,1.9,764048687,9301,2019,0.5-1
2819,Galicia,175984,1.6,1688478533,9595,2019,0.5-1
2820,"Madrid, Comunidad de",426500,1.69,4088521103,9586,2019,0.5-1
2821,"Murcia, Región de",132783,1.84,1266158542,9536,2019,0.5-1
2822,"Rioja, La",20347,1.73,194008809,9535,2019,0.5-1
2823,Comunitat Valenciana,384023,1.67,3643707032,9488,2019,0.5-1
2824,Ceuta,4088,1.57,37415298,9152,2019,0.5-1
2825,Melilla,4936,1.66,45578070,9234,2019,0.5-1
2826,Total,3909371,1.37,61406488427,15708,2019,1-1.5
2827,Andalucía,666058,1.4,10408075248,15626,2019,1-1.5
2828,Aragón,122392,1.41,1942028036,15867,2019,1-1.5
2829,"Asturias, Principado de",75527,1.31,1180141925,15625,2019,1-1.5
2830,"Balears,Illes",134912,1.4,2120960491,15721,2019,1-1.5
2831,Canarias,233552,1.34,3630324174,15544,2019,1-1.5
2832,Cantabria,47855,1.3,751043568,15694,2019,1-1.5
2833,Castilla - La Mancha,201912,1.39,3200474798,15851,2019,1-1.5
2834,Castilla y León,222595,1.34,3525655930,15839,2019,1-1.5
2835,Cataluña,627890,1.43,9879939819,15735,2019,1-1.5
2836,Extremadura,93179,1.34,1459087977,15659,2019,1-1.5
2837,Galicia,254424,1.29,4009919363,15761,2019,1-1.5
2838,"Madrid, Comunidad de",590954,1.37,9282237956,15707,2019,1-1.5
2839,"Murcia, Región de",146248,1.4,2270328229,15524,2019,1-1.5
2840,"Rioja, La",26487,1.37,418480484,15799,2019,1-1.5
2841,Comunitat Valenciana,456264,1.35,7183084680,15743,2019,1-1.5
2842,Ceuta,4184,1.33,66813886,15969,2019,1-1.5
2843,Melilla,4938,1.41,77891861,15774,2019,1-1.5
2844,Total,2773588,1.23,60362400080,21763,2019,1.5-2
2845,Andalucía,409945,1.21,8876700526,21653,2019,1.5-2
2846,Aragón,105870,1.26,2310234392,21821,2019,1.5-2
2847,"Asturias, Principado de",60541,1.25,1325190242,21889,2019,1.5-2
2848,"Balears,Illes",89190,1.26,1929291854,21631,2019,1.5-2
2849,Canarias,126301,1.2,2719147421,21529,2019,1.5-2
2850,Cantabria,37308,1.18,808961929,21683,2019,1.5-2
2851,Castilla - La Mancha,132376,1.25,2872116539,21697,2019,1.5-2
2852,Castilla y León,157754,1.23,3427578138,21727,2019,1.5-2
2853,Cataluña,576799,1.26,12651644272,21934,2019,1.5-2
2854,Extremadura,51377,1.22,1116714690,21736,2019,1.5-2
2855,Galicia,172399,1.19,3741765396,21704,2019,1.5-2
2856,"Madrid, Comunidad de",441839,1.25,9648492079,21837,2019,1.5-2
2857,"Murcia, Región de",84002,1.22,1818171451,21644,2019,1.5-2
2858,"Rioja, La",22747,1.19,495127335,21767,2019,1.5-2
2859,Comunitat Valenciana,296253,1.21,6425100233,21688,2019,1.5-2
2860,Ceuta,4280,1.19,94420730,22061,2019,1.5-2
2861,Melilla,4607,1.25,101742851,22084,2019,1.5-2
2862,Total,1619670,1.18,45535650470,28114,2019,2-2.5
2863,Andalucía,220807,1.16,6208972112,28119,2019,2-2.5
2864,Aragón,64262,1.18,1809090204,28152,2019,2-2.5
2865,"Asturias, Principado de",37793,1.2,1063906847,28151,2019,2-2.5
2866,"Balears,Illes",42653,1.21,1194933669,28015,2019,2-2.5
2867,Canarias,60343,1.17,1690113029,28008,2019,2-2.5
2868,Cantabria,19919,1.16,560353527,28132,2019,2-2.5
2869,Castilla - La Mancha,67258,1.19,1883016708,27997,2019,2-2.5
2870,Castilla y León,87662,1.18,2465815834,28129,2019,2-2.5
2871,Cataluña,379066,1.19,10657522680,28115,2019,2-2.5
2872,Extremadura,26427,1.19,742134330,28082,2019,2-2.5
2873,Galicia,86756,1.16,2437526735,28096,2019,2-2.5
2874,"Madrid, Comunidad de",296460,1.21,8363094571,28210,2019,2-2.5
2875,"Murcia, Región de",44388,1.15,1242586468,27994,2019,2-2.5
2876,"Rioja, La",11980,1.15,336062324,28052,2019,2-2.5
2877,Comunitat Valenciana,168624,1.16,4733305972,28070,2019,2-2.5
2878,Ceuta,2791,1.18,77972734,27937,2019,2-2.5
2879,Melilla,2481,1.26,69242726,27909,2019,2-2.5
2880,Total,1239164,1.18,42720473902,34475,2019,2.5-3
2881,Andalucía,196680,1.21,6772727587,34435,2019,2.5-3
2882,Aragón,44763,1.18,1540921617,34424,2019,2.5-3
2883,"Asturias, Principado de",29142,1.18,1005188999,34493,2019,2.5-3
2884,"Balears,Illes",29883,1.21,1033516247,34585,2019,2.5-3
2885,Canarias,44628,1.18,1550109011,34734,2019,2.5-3
2886,Cantabria,16086,1.16,555884573,34557,2019,2.5-3
2887,Castilla - La Mancha,49163,1.21,1696753332,34513,2019,2.5-3
2888,Castilla y León,69726,1.2,2402719327,34459,2019,2.5-3
2889,Cataluña,259087,1.17,8931685488,34474,2019,2.5-3
2890,Extremadura,23217,1.26,800481171,34478,2019,2.5-3
2891,Galicia,68358,1.18,2352296686,34411,2019,2.5-3
2892,"Madrid, Comunidad de",236976,1.18,8173855099,34492,2019,2.5-3
2893,"Murcia, Región de",32423,1.17,1119673053,34533,2019,2.5-3
2894,"Rioja, La",8855,1.17,304891659,34432,2019,2.5-3
2895,Comunitat Valenciana,125868,1.17,4330919544,34408,2019,2.5-3
2896,Ceuta,2366,1.16,81705639,34533,2019,2.5-3
2897,Melilla,1943,1.2,67144869,34557,2019,2.5-3
2898,Total,833609,1.17,33946325960,40722,2019,3-3.5
2899,Andalucía,120536,1.17,4904126409,40686,2019,3-3.5
2900,Aragón,25693,1.18,1045041453,40674,2019,3-3.5
2901,"Asturias, Principado de",20812,1.14,847749141,40734,2019,3-3.5
2902,"Balears,Illes",20570,1.17,837088006,40695,2019,3-3.5
2903,Canarias,32675,1.16,1325877354,40578,2019,3-3.5
2904,Cantabria,10722,1.14,436622876,40722,2019,3-3.5
2905,Castilla - La Mancha,34237,1.16,1394883970,40742,2019,3-3.5
2906,Castilla y León,43894,1.18,1784658303,40658,2019,3-3.5
2907,Cataluña,183477,1.17,7469901697,40713,2019,3-3.5
2908,Extremadura,13764,1.26,557552459,40508,2019,3-3.5
2909,Galicia,41591,1.16,1695306290,40761,2019,3-3.5
2910,"Madrid, Comunidad de",172467,1.16,7036011236,40796,2019,3-3.5
2911,"Murcia, Región de",23191,1.14,945022604,40750,2019,3-3.5
2912,"Rioja, La",5260,1.16,214185728,40720,2019,3-3.5
2913,Comunitat Valenciana,80413,1.17,3274945832,40727,2019,3-3.5
2914,Ceuta,2184,1.15,89756353,41097,2019,3-3.5
2915,Melilla,2123,1.24,87596246,41261,2019,3-3.5
2916,Total,492582,1.16,23120785045,46938,2019,3.5-4
2917,Andalucía,64053,1.16,3002330379,46873,2019,3.5-4
2918,Aragón,14433,1.18,676689556,46885,2019,3.5-4
2919,"Asturias, Principado de",11651,1.11,546005587,46863,2019,3.5-4
2920,"Balears,Illes",12592,1.18,591109334,46943,2019,3.5-4
2921,Canarias,16435,1.16,770231180,46865,2019,3.5-4
2922,Cantabria,5972,1.13,279832039,46857,2019,3.5-4
2923,Castilla - La Mancha,18513,1.15,868550513,46916,2019,3.5-4
2924,Castilla y León,21698,1.19,1016363103,46841,2019,3.5-4
2925,Cataluña,113249,1.16,5319103947,46968,2019,3.5-4
2926,Extremadura,6208,1.25,289854662,46691,2019,3.5-4
2927,Galicia,23987,1.14,1123667503,46845,2019,3.5-4
2928,"Madrid, Comunidad de",120145,1.15,5653555851,47056,2019,3.5-4
2929,"Murcia, Región de",12899,1.15,605647519,46953,2019,3.5-4
2930,"Rioja, La",3052,1.15,142740249,46769,2019,3.5-4
2931,Comunitat Valenciana,43916,1.17,2057887875,46860,2019,3.5-4
2932,Ceuta,1915,1.14,89913450,46952,2019,3.5-4
2933,Melilla,1864,1.28,87302297,46836,2019,3.5-4
2934,Total,295590,1.17,15769205660,53348,2019,4-4.5
2935,Andalucía,38462,1.16,2052135243,53355,2019,4-4.5
2936,Aragón,8622,1.18,459888681,53339,2019,4-4.5
2937,"Asturias, Principado de",6296,1.11,335802004,53336,2019,4-4.5
2938,"Balears,Illes",6822,1.19,363725556,53317,2019,4-4.5
2939,Canarias,8976,1.18,479025325,53367,2019,4-4.5
2940,Cantabria,3156,1.14,168557552,53409,2019,4-4.5
2941,Castilla - La Mancha,9886,1.17,526837504,53291,2019,4-4.5
2942,Castilla y León,12878,1.21,687518010,53387,2019,4-4.5
2943,Cataluña,66971,1.17,3570779865,53318,2019,4-4.5
2944,Extremadura,3251,1.24,173364581,53327,2019,4-4.5
2945,Galicia,13138,1.16,701024482,53359,2019,4-4.5
2946,"Madrid, Comunidad de",80797,1.15,4313845854,53391,2019,4-4.5
2947,"Murcia, Región de",7430,1.16,395612861,53245,2019,4-4.5
2948,"Rioja, La",1580,1.17,84215086,53301,2019,4-4.5
2949,Comunitat Valenciana,25379,1.18,1353237683,53321,2019,4-4.5
2950,Ceuta,1015,1.16,54086042,53287,2019,4-4.5
2951,Melilla,931,1.18,49549332,53222,2019,4-4.5
2952,Total,206058,1.16,12296378323,59674,2019,4.5-5
2953,Andalucía,25979,1.15,1548996782,59625,2019,4.5-5
2954,Aragón,5909,1.17,352514201,59657,2019,4.5-5
2955,"Asturias, Principado de",4207,1.14,251251829,59722,2019,4.5-5
2956,"Balears,Illes",4612,1.18,275099212,59649,2019,4.5-5
2957,Canarias,6816,1.15,406828470,59687,2019,4.5-5
2958,Cantabria,2354,1.15,140498511,59685,2019,4.5-5
2959,Castilla - La Mancha,6531,1.17,389301905,59608,2019,4.5-5
2960,Castilla y León,9043,1.2,539597633,59670,2019,4.5-5
2961,Cataluña,45607,1.18,2722553283,59696,2019,4.5-5
2962,Extremadura,2447,1.23,145950459,59645,2019,4.5-5
2963,Galicia,9060,1.17,540473215,59655,2019,4.5-5
2964,"Madrid, Comunidad de",59315,1.15,3540312226,59687,2019,4.5-5
2965,"Murcia, Región de",4933,1.17,294318443,59663,2019,4.5-5
2966,"Rioja, La",1265,1.15,75632337,59788,2019,4.5-5
2967,Comunitat Valenciana,16987,1.17,1013933711,59689,2019,4.5-5
2968,Ceuta,537,1.2,31957283,59511,2019,4.5-5
2969,Melilla,456,1.23,27158823,59559,2019,4.5-5
2970,Total,414853,1.18,30976533091,74669,2019,5-7.5
2971,Andalucía,46968,1.16,3489387354,74293,2019,5-7.5
2972,Aragón,11039,1.19,818874262,74180,2019,5-7.5
2973,"Asturias, Principado de",8149,1.14,605579113,74313,2019,5-7.5
2974,"Balears,Illes",9433,1.18,703744092,74604,2019,5-7.5
2975,Canarias,12606,1.17,931392613,73885,2019,5-7.5
2976,Cantabria,4300,1.17,317841296,73917,2019,5-7.5
2977,Castilla - La Mancha,11491,1.2,857750523,74645,2019,5-7.5
2978,Castilla y León,16406,1.22,1222512396,74516,2019,5-7.5
2979,Cataluña,97463,1.2,7303211187,74933,2019,5-7.5
2980,Extremadura,4612,1.2,342110355,74178,2019,5-7.5
2981,Galicia,17687,1.19,1317019966,74463,2019,5-7.5
2982,"Madrid, Comunidad de",125516,1.16,9396510313,74863,2019,5-7.5
2983,"Murcia, Región de",9219,1.19,688164579,74646,2019,5-7.5
2984,"Rioja, La",2173,1.16,160687714,73947,2019,5-7.5
2985,Comunitat Valenciana,36229,1.21,2705820328,74686,2019,5-7.5
2986,Ceuta,799,1.22,59598706,74592,2019,5-7.5
2987,Melilla,763,1.23,56328294,73825,2019,5-7.5
2988,Total,89086,1.2,9520244455,106866,2019,7.5-10
2989,Andalucía,6807,1.19,720419435,105835,2019,7.5-10
2990,Aragón,1686,1.23,178772084,106033,2019,7.5-10
2991,"Asturias, Principado de",1279,1.15,135560880,105990,2019,7.5-10
2992,"Balears,Illes",2014,1.26,214610307,106559,2019,7.5-10
2993,Canarias,2217,1.2,235102433,106045,2019,7.5-10
2994,Cantabria,635,1.25,67317739,106012,2019,7.5-10
2995,Castilla - La Mancha,1908,1.24,202083585,105914,2019,7.5-10
2996,Castilla y León,2618,1.27,277246886,105900,2019,7.5-10
2997,Cataluña,23363,1.23,2501533976,107072,2019,7.5-10
2998,Extremadura,662,1.24,69620642,105167,2019,7.5-10
2999,Galicia,3109,1.2,330585781,106332,2019,7.5-10
3000,"Madrid, Comunidad de",33408,1.17,3591887352,107516,2019,7.5-10
3001,"Murcia, Región de",1621,1.28,170965512,105469,2019,7.5-10
3002,"Rioja, La",326,1.21,34763169,106635,2019,7.5-10
3003,Comunitat Valenciana,7231,1.25,768648031,106299,2019,7.5-10
3004,Ceuta,118,1.19,12245699,103777,2019,7.5-10
3005,Melilla,84,1.15,8880946,105726,2019,7.5-10
3006,Total,72304,1.2,17048746914,235793,2019,>10
3007,Andalucía,3705,1.24,830083581,224044,2019,>10
3008,Aragón,1023,1.22,201615227,197082,2019,>10
3009,"Asturias, Principado de",718,1.21,145236962,202280,2019,>10
3010,"Balears,Illes",1469,1.27,304434002,207239,2019,>10
3011,Canarias,1221,1.19,246888906,202202,2019,>10
3012,Cantabria,390,1.28,78415956,201067,2019,>10
3013,Castilla - La Mancha,862,1.26,160751626,186487,2019,>10
3014,Castilla y León,1204,1.23,249628798,207333,2019,>10
3015,Cataluña,18054,1.22,3997132716,221399,2019,>10
3016,Extremadura,262,1.23,52737812,201289,2019,>10
3017,Galicia,2157,1.17,556891481,258179,2019,>10
3018,"Madrid, Comunidad de",36056,1.17,9047014342,250916,2019,>10
3019,"Murcia, Región de",715,1.39,138026326,193044,2019,>10
3020,"Rioja, La",202,1.21,39836857,197212,2019,>10
3021,Comunitat Valenciana,4202,1.29,988243762,235184,2019,>10
3022,Ceuta,31,1.48,6068351,195753,2019,>10
3023,Melilla,33,1.48,5740210,173946,2019,>10
3024,Total,18484793,1.32,378988970687,20503,2020,Total
3025,Andalucía,3382331,1.44,55856604419,16514,2020,Total
3026,Aragón,584908,1.3,12191557828,20844,2020,Total
3027,"Asturias, Principado de",369151,1.24,7822612865,21191,2020,Total
3028,"Balears,Illes",486650,1.23,8959815967,18411,2020,Total
3029,Canarias,867044,1.22,14423329161,16635,2020,Total
3030,Cantabria,224755,1.23,4497510870,20011,2020,Total
3031,Castilla y León,954523,1.27,19061753945,19970,2020,Total
3032,Castilla - La Mancha,852017,1.36,15662503763,18383,2020,Total
3033,Cataluña,3421395,1.28,78226967799,22864,2020,Total
3034,Comunitat Valenciana,2031658,1.39,38533282791,18966,2020,Total
3035,Extremadura,425031,1.47,6680403053,15717,2020,Total
3036,Galicia,1023742,1.26,20372459616,19900,2020,Total
3037,"Madrid, Comunidad de",3041207,1.25,81507946977,26801,2020,Total
3038,"Murcia, Región de",632189,1.41,11325233307,17914,2020,Total
3039,"Rioja, La",127174,1.3,2480260080,19503,2020,Total
3040,Total,4437009,1.5,13092249780,2951,2020,0-0.5
3041,Andalucía,1097211,1.71,3085180119,2812,2020,0-0.5
3042,Aragón,111529,1.47,336476280,3017,2020,0-0.5
3043,"Asturias, Principado de",75304,1.35,224644424,2983,2020,0-0.5
3044,"Balears,Illes",135653,1.26,420958019,3103,2020,0-0.5
3045,Canarias,257848,1.28,831557875,3225,2020,0-0.5
3046,Cantabria,49189,1.37,145822869,2965,2020,0-0.5
3047,Castilla y León,199022,1.4,580921861,2919,2020,0-0.5
3048,Castilla - La Mancha,201727,1.58,574773377,2849,2020,0-0.5
3049,Cataluña,715862,1.37,2141369245,2991,2020,0-0.5
3050,Comunitat Valenciana,486294,1.55,1466328786,3015,2020,0-0.5
3051,Extremadura,136388,1.8,389165544,2853,2020,0-0.5
3052,Galicia,203606,1.37,604616521,2970,2020,0-0.5
3053,"Madrid, Comunidad de",573781,1.38,1721451235,3000,2020,0-0.5
3054,"Murcia, Región de",150780,1.58,451214317,2993,2020,0-0.5
3055,"Rioja, La",28515,1.53,78012614,2736,2020,0-0.5
3056,Total,3459396,1.52,34621434469,10008,2020,0.5-1
3057,Andalucía,701242,1.61,6956136544,9920,2020,0.5-1
3058,Aragón,99023,1.54,996618242,10065,2020,0.5-1
3059,"Asturias, Principado de",65487,1.37,656049308,10018,2020,0.5-1
3060,"Balears,Illes",94220,1.34,930365831,9874,2020,0.5-1
3061,Canarias,201346,1.29,2017348215,10019,2020,0.5-1
3062,Cantabria,41665,1.38,419413722,10066,2020,0.5-1
3063,Castilla y León,171717,1.43,1722591835,10032,2020,0.5-1
3064,Castilla - La Mancha,160117,1.59,1606667817,10034,2020,0.5-1
3065,Cataluña,567991,1.47,5674349316,9990,2020,0.5-1
3066,Comunitat Valenciana,413447,1.71,4141325033,10017,2020,0.5-1
3067,Extremadura,84382,1.64,838406315,9936,2020,0.5-1
3068,Galicia,198563,1.38,2011663681,10131,2020,0.5-1
3069,"Madrid, Comunidad de",485489,1.42,4890506007,10073,2020,0.5-1
3070,"Murcia, Región de",142343,1.68,1436262530,10090,2020,0.5-1
3071,"Rioja, La",22743,1.51,229030346,10070,2020,0.5-1
3072,Total,3452400,1.26,56893439618,16479,2020,1-1.5
3073,Andalucía,576955,1.27,9419659455,16327,2020,1-1.5
3074,Aragón,120856,1.27,2011771709,16646,2020,1-1.5
3075,"Asturias, Principado de",66642,1.23,1095678159,16441,2020,1-1.5
3076,"Balears,Illes",90673,1.21,1500786925,16552,2020,1-1.5
3077,Canarias,162412,1.17,2626981467,16175,2020,1-1.5
3078,Cantabria,44486,1.21,736056764,16546,2020,1-1.5
3079,Castilla y León,204317,1.23,3392635904,16605,2020,1-1.5
3080,Castilla - La Mancha,189953,1.27,3136563453,16512,2020,1-1.5
3081,Cataluña,580112,1.29,9596288327,16542,2020,1-1.5
3082,Comunitat Valenciana,412780,1.31,6811758179,16502,2020,1-1.5
3083,Extremadura,83022,1.24,1360404839,16386,2020,1-1.5
3084,Galicia,232145,1.21,3846563310,16570,2020,1-1.5
3085,"Madrid, Comunidad de",520843,1.24,8607895510,16527,2020,1-1.5
3086,"Murcia, Región de",133368,1.34,2188401396,16409,2020,1-1.5
3087,"Rioja, La",25314,1.24,420440563,16609,2020,1-1.5
3088,Total,2364182,1.16,54409409604,23014,2020,1.5-2
3089,Andalucía,339236,1.15,7796215250,22982,2020,1.5-2
3090,Aragón,95174,1.16,2190481451,23016,2020,1.5-2
3091,"Asturias, Principado de",54603,1.19,1257349775,23027,2020,1.5-2
3092,"Balears,Illes",60145,1.15,1379773907,22941,2020,1.5-2
3093,Canarias,82204,1.13,1894348798,23044,2020,1.5-2
3094,Cantabria,31818,1.12,727763716,22873,2020,1.5-2
3095,Castilla y León,138229,1.15,3171269449,22942,2020,1.5-2
3096,Castilla - La Mancha,117048,1.17,2683496912,22926,2020,1.5-2
3097,Cataluña,501350,1.17,11597672493,23133,2020,1.5-2
3098,Comunitat Valenciana,256425,1.15,5898088590,23001,2020,1.5-2
3099,Extremadura,47193,1.15,1079681715,22878,2020,1.5-2
3100,Galicia,148712,1.17,3402432479,22879,2020,1.5-2
3101,"Madrid, Comunidad de",385856,1.17,8897636326,23059,2020,1.5-2
3102,"Murcia, Región de",78081,1.16,1786113824,22875,2020,1.5-2
3103,"Rioja, La",19992,1.12,458416748,22930,2020,1.5-2
3104,Total,1448938,1.14,43091472102,29740,2020,2-2.5
3105,Andalucía,203508,1.13,6068029090,29817,2020,2-2.5
3106,Aragón,57658,1.14,1712266269,29697,2020,2-2.5
3107,"Asturias, Principado de",33575,1.14,999308523,29763,2020,2-2.5
3108,"Balears,Illes",31764,1.15,943747218,29711,2020,2-2.5
3109,Canarias,50151,1.11,1487336361,29657,2020,2-2.5
3110,Cantabria,17772,1.1,529924760,29818,2020,2-2.5
3111,Castilla y León,80892,1.12,2403976033,29718,2020,2-2.5
3112,Castilla - La Mancha,60568,1.15,1795507509,29644,2020,2-2.5
3113,Cataluña,329285,1.14,9776341754,29690,2020,2-2.5
3114,Comunitat Valenciana,151407,1.12,4500305955,29723,2020,2-2.5
3115,Extremadura,24537,1.15,731452437,29810,2020,2-2.5
3116,Galicia,77503,1.15,2304798190,29738,2020,2-2.5
3117,"Madrid, Comunidad de",274077,1.15,8171303586,29814,2020,2-2.5
3118,"Murcia, Región de",41043,1.13,1216218588,29633,2020,2-2.5
3119,"Rioja, La",10647,1.1,316321496,29710,2020,2-2.5
3120,Total,1167235,1.12,42447247073,36366,2020,2.5-3
3121,Andalucía,189165,1.1,6866634253,36300,2020,2.5-3
3122,Aragón,40945,1.12,1485320989,36276,2020,2.5-3
3123,"Asturias, Principado de",28026,1.09,1019868595,36390,2020,2.5-3
3124,"Balears,Illes",26950,1.13,983812362,36505,2020,2.5-3
3125,Canarias,41115,1.1,1507161648,36657,2020,2.5-3
3126,Cantabria,15724,1.07,573101358,36448,2020,2.5-3
3127,Castilla y León,66049,1.11,2402696476,36377,2020,2.5-3
3128,Castilla - La Mancha,48161,1.12,1755171925,36444,2020,2.5-3
3129,Cataluña,236350,1.13,8596865255,36373,2020,2.5-3
3130,Comunitat Valenciana,120365,1.12,4364261575,36259,2020,2.5-3
3131,Extremadura,22988,1.13,835225638,36333,2020,2.5-3
3132,Galicia,64167,1.19,2330575348,36320,2020,2.5-3
3133,"Madrid, Comunidad de",223060,1.13,8118755405,36397,2020,2.5-3
3134,"Murcia, Región de",32535,1.09,1184260708,36400,2020,2.5-3
3135,"Rioja, La",7513,1.1,273199595,36364,2020,2.5-3
3136,Total,765816,1.13,32876592962,42930,2020,3-3.5
3137,Andalucía,112096,1.11,4802927418,42847,2020,3-3.5
3138,Aragón,22480,1.14,964493038,42904,2020,3-3.5
3139,"Asturias, Principado de",18513,1.08,793066907,42838,2020,3-3.5
3140,"Balears,Illes",17746,1.14,761788699,42927,2020,3-3.5
3141,Canarias,29642,1.09,1269546168,42829,2020,3-3.5
3142,Cantabria,9744,1.08,418362748,42935,2020,3-3.5
3143,Castilla y León,37573,1.14,1610059223,42851,2020,3-3.5
3144,Castilla - La Mancha,31559,1.12,1355372948,42947,2020,3-3.5
3145,Cataluña,166908,1.17,7170088521,42958,2020,3-3.5
3146,Comunitat Valenciana,74070,1.14,3178533387,42913,2020,3-3.5
3147,Extremadura,12259,1.16,523883760,42735,2020,3-3.5
3148,Galicia,38904,1.18,1670811916,42947,2020,3-3.5
3149,"Madrid, Comunidad de",164009,1.12,7054090812,43010,2020,3-3.5
3150,"Murcia, Región de",21185,1.09,908815717,42899,2020,3-3.5
3151,"Rioja, La",4910,1.1,211183012,43011,2020,3-3.5
3152,Total,426997,1.14,21153313368,49540,2020,3.5-4
3153,Andalucía,53547,1.12,2651284451,49513,2020,3.5-4
3154,Aragón,12202,1.15,603969250,49498,2020,3.5-4
3155,"Asturias, Principado de",9339,1.08,460960021,49359,2020,3.5-4
3156,"Balears,Illes",9622,1.14,476386408,49510,2020,3.5-4
3157,Canarias,14235,1.12,703126252,49394,2020,3.5-4
3158,Cantabria,4925,1.1,243502143,49442,2020,3.5-4
3159,Castilla y León,17821,1.17,882846733,49540,2020,3.5-4
3160,Castilla - La Mancha,15953,1.12,789430621,49485,2020,3.5-4
3161,Cataluña,100220,1.15,4967354899,49565,2020,3.5-4
3162,Comunitat Valenciana,36978,1.17,1829776536,49483,2020,3.5-4
3163,Extremadura,4519,1.17,223869854,49540,2020,3.5-4
3164,Galicia,20112,1.17,994519699,49449,2020,3.5-4
3165,"Madrid, Comunidad de",109612,1.12,5440811129,49637,2020,3.5-4
3166,"Murcia, Región de",11843,1.11,585150706,49409,2020,3.5-4
3167,"Rioja, La",2642,1.11,130745635,49487,2020,3.5-4
3168,Total,264439,1.14,14892920777,56319,2020,4-4.5
3169,Andalucía,34315,1.12,1932821266,56326,2020,4-4.5
3170,Aragón,7637,1.15,429999131,56305,2020,4-4.5
3171,"Asturias, Principado de",5286,1.1,297578546,56296,2020,4-4.5
3172,"Balears,Illes",5402,1.15,304052758,56285,2020,4-4.5
3173,Canarias,8239,1.12,464797139,56414,2020,4-4.5
3174,Cantabria,2781,1.12,156606567,56313,2020,4-4.5
3175,Castilla y León,12511,1.17,704903786,56343,2020,4-4.5
3176,Castilla - La Mancha,8968,1.15,504850471,56295,2020,4-4.5
3177,Cataluña,58710,1.16,3304052887,56278,2020,4-4.5
3178,Comunitat Valenciana,22204,1.15,1250068865,56299,2020,4-4.5
3179,Extremadura,3046,1.18,171628342,56345,2020,4-4.5
3180,Galicia,11746,1.19,661416547,56310,2020,4-4.5
3181,"Madrid, Comunidad de",74245,1.13,4184044789,56355,2020,4-4.5
3182,"Murcia, Región de",6277,1.13,353309437,56286,2020,4-4.5
3183,"Rioja, La",1429,1.15,80498746,56332,2020,4-4.5
3184,Total,185918,1.15,11698738965,62924,2020,4.5-5
3185,Andalucía,23084,1.11,1452430622,62919,2020,4.5-5
3186,Aragón,5262,1.14,330811770,62868,2020,4.5-5
3187,"Asturias, Principado de",3896,1.11,245090681,62908,2020,4.5-5
3188,"Balears,Illes",3959,1.14,249120296,62925,2020,4.5-5
3189,Canarias,6351,1.11,399810172,62952,2020,4.5-5
3190,Cantabria,2094,1.11,131600496,62846,2020,4.5-5
3191,Castilla y León,8101,1.2,508375316,62755,2020,4.5-5
3192,Castilla - La Mancha,5597,1.15,352018726,62894,2020,4.5-5
3193,Cataluña,40948,1.17,2578071603,62960,2020,4.5-5
3194,Comunitat Valenciana,15507,1.16,975572749,62912,2020,4.5-5
3195,Extremadura,2052,1.17,129100102,62914,2020,4.5-5
3196,Galicia,8052,1.22,506258931,62874,2020,4.5-5
3197,"Madrid, Comunidad de",54726,1.13,3445673801,62962,2020,4.5-5
3198,"Murcia, Región de",4242,1.13,266399721,62801,2020,4.5-5
3199,"Rioja, La",1166,1.13,73347649,62905,2020,4.5-5
3200,Total,371000,1.17,29220933265,78763,2020,5-7.5
3201,Andalucía,42784,1.13,3359168249,78515,2020,5-7.5
3202,Aragón,9783,1.18,764539590,78150,2020,5-7.5
3203,"Asturias, Principado de",6834,1.14,535099363,78300,2020,5-7.5
3204,"Balears,Illes",8025,1.17,631744572,78722,2020,5-7.5
3205,Canarias,10837,1.14,844215411,77901,2020,5-7.5
3206,Cantabria,3703,1.16,290056378,78330,2020,5-7.5
3207,Castilla y León,14529,1.23,1146901451,78939,2020,5-7.5
3208,Castilla - La Mancha,10017,1.19,786564092,78523,2020,5-7.5
3209,Cataluña,87510,1.19,6922524173,79106,2020,5-7.5
3210,Comunitat Valenciana,32606,1.2,2564425498,78649,2020,5-7.5
3211,Extremadura,3963,1.17,307513006,77596,2020,5-7.5
3212,Galicia,15822,1.26,1239713579,78354,2020,5-7.5
3213,"Madrid, Comunidad de",112823,1.15,8904032104,78920,2020,5-7.5
3214,"Murcia, Región de",8529,1.17,672659980,78867,2020,5-7.5
3215,"Rioja, La",1855,1.15,144326156,77804,2020,5-7.5
